0.0000000000000000e+00 0.0000000000000000e+00
3.1250000000000000e-02 0.0000000000000000e+00
6.2500000000000000e-02 0.0000000000000000e+00
9.3750000000000000e-02 0.0000000000000000e+00
1.2500000000000000e-01 0.0000000000000000e+00
1.5625000000000000e-01 0.0000000000000000e+00
1.8750000000000000e-01 0.0000000000000000e+00
2.1875000000000000e-01 0.0000000000000000e+00
2.5000000000000000e-01 0.0000000000000000e+00
2.8125000000000000e-01 0.0000000000000000e+00
3.1250000000000000e-01 0.0000000000000000e+00
3.4375000000000000e-01 0.0000000000000000e+00
3.7500000000000000e-01 0.0000000000000000e+00
4.0625000000000000e-01 0.0000000000000000e+00
4.3750000000000000e-01 0.0000000000000000e+00
4.6875000000000000e-01 0.0000000000000000e+00
5.0000000000000000e-01 0.0000000000000000e+00
5.3125000000000000e-01 0.0000000000000000e+00
5.6250000000000000e-01 0.0000000000000000e+00
5.9375000000000000e-01 0.0000000000000000e+00
6.2500000000000000e-01 0.0000000000000000e+00
6.5625000000000000e-01 0.0000000000000000e+00
6.8750000000000000e-01 0.0000000000000000e+00
7.1875000000000000e-01 0.0000000000000000e+00
7.5000000000000000e-01 0.0000000000000000e+00
7.8125000000000000e-01 0.0000000000000000e+00
8.1250000000000000e-01 0.0000000000000000e+00
8.4375000000000000e-01 0.0000000000000000e+00
8.7500000000000000e-01 0.0000000000000000e+00
9.0625000000000000e-01 0.0000000000000000e+00
9.3750000000000000e-01 0.0000000000000000e+00
9.6875000000000000e-01 0.0000000000000000e+00
1.0000000000000000e+00 0.0000000000000000e+00
1.5625000000000000e-02 2.7063293868263706e-02
4.6875000000000000e-02 2.7063293868263706e-02
7.8125000000000000e-02 2.7063293868263706e-02
1.0937500000000000e-01 2.7063293868263706e-02
1.4062500000000000e-01 2.7063293868263706e-02
1.7187500000000000e-01 2.7063293868263706e-02
2.0312500000000000e-01 2.7063293868263706e-02
2.3437500000000000e-01 2.7063293868263706e-02
2.6562500000000000e-01 2.7063293868263706e-02
2.9687500000000000e-01 2.7063293868263706e-02
3.2812500000000000e-01 2.7063293868263706e-02
3.5937500000000000e-01 2.7063293868263706e-02
3.9062500000000000e-01 2.7063293868263706e-02
4.2187500000000000e-01 2.7063293868263706e-02
4.5312500000000000e-01 2.7063293868263706e-02
4.8437500000000000e-01 2.7063293868263706e-02
5.1562500000000000e-01 2.7063293868263706e-02
5.4687500000000000e-01 2.7063293868263706e-02
5.7812500000000000e-01 2.7063293868263706e-02
6.0937500000000000e-01 2.7063293868263706e-02
6.4062500000000000e-01 2.7063293868263706e-02
6.7187500000000000e-01 2.7063293868263706e-02
7.0312500000000000e-01 2.7063293868263706e-02
7.3437500000000000e-01 2.7063293868263706e-02
7.6562500000000000e-01 2.7063293868263706e-02
7.9687500000000000e-01 2.7063293868263706e-02
8.2812500000000000e-01 2.7063293868263706e-02
8.5937500000000000e-01 2.7063293868263706e-02
8.9062500000000000e-01 2.7063293868263706e-02
9.2187500000000000e-01 2.7063293868263706e-02
9.5312500000000000e-01 2.7063293868263706e-02
9.8437500000000000e-01 2.7063293868263706e-02
3.1250000000000000e-02 5.4126587736527412e-02
6.2500000000000000e-02 5.4126587736527412e-02
9.3750000000000000e-02 5.4126587736527412e-02
1.2500000000000000e-01 5.4126587736527412e-02
1.5625000000000000e-01 5.4126587736527412e-02
1.8750000000000000e-01 5.4126587736527412e-02
2.1875000000000000e-01 5.4126587736527412e-02
2.5000000000000000e-01 5.4126587736527412e-02
2.8125000000000000e-01 5.4126587736527412e-02
3.1250000000000000e-01 5.4126587736527412e-02
3.4375000000000000e-01 5.4126587736527412e-02
3.7500000000000000e-01 5.4126587736527412e-02
4.0625000000000000e-01 5.4126587736527412e-02
4.3750000000000000e-01 5.4126587736527412e-02
4.6875000000000000e-01 5.4126587736527412e-02
5.0000000000000000e-01 5.4126587736527412e-02
5.3125000000000000e-01 5.4126587736527412e-02
5.6250000000000000e-01 5.4126587736527412e-02
5.9375000000000000e-01 5.4126587736527412e-02
6.2500000000000000e-01 5.4126587736527412e-02
6.5625000000000000e-01 5.4126587736527412e-02
6.8750000000000000e-01 5.4126587736527412e-02
7.1875000000000000e-01 5.4126587736527412e-02
7.5000000000000000e-01 5.4126587736527412e-02
7.8125000000000000e-01 5.4126587736527412e-02
8.1250000000000000e-01 5.4126587736527412e-02
8.4375000000000000e-01 5.4126587736527412e-02
8.7500000000000000e-01 5.4126587736527412e-02
9.0625000000000000e-01 5.4126587736527412e-02
9.3750000000000000e-01 5.4126587736527412e-02
9.6875000000000000e-01 5.4126587736527412e-02
4.6875000000000000e-02 8.1189881604791125e-02
7.8125000000000000e-02 8.1189881604791125e-02
1.0937500000000000e-01 8.1189881604791125e-02
1.4062500000000000e-01 8.1189881604791125e-02
1.7187500000000000e-01 8.1189881604791125e-02
2.0312500000000000e-01 8.1189881604791125e-02
2.3437500000000000e-01 8.1189881604791125e-02
2.6562500000000000e-01 8.1189881604791125e-02
2.9687500000000000e-01 8.1189881604791125e-02
3.2812500000000000e-01 8.1189881604791125e-02
3.5937500000000000e-01 8.1189881604791125e-02
3.9062500000000000e-01 8.1189881604791125e-02
4.2187500000000000e-01 8.1189881604791125e-02
4.5312500000000000e-01 8.1189881604791125e-02
4.8437500000000000e-01 8.1189881604791125e-02
5.1562500000000000e-01 8.1189881604791125e-02
5.4687500000000000e-01 8.1189881604791125e-02
5.7812500000000000e-01 8.1189881604791125e-02
6.0937500000000000e-01 8.1189881604791125e-02
6.4062500000000000e-01 8.1189881604791125e-02
6.7187500000000000e-01 8.1189881604791125e-02
7.0312500000000000e-01 8.1189881604791125e-02
7.3437500000000000e-01 8.1189881604791125e-02
7.6562500000000000e-01 8.1189881604791125e-02
7.9687500000000000e-01 8.1189881604791125e-02
8.2812500000000000e-01 8.1189881604791125e-02
8.5937500000000000e-01 8.1189881604791125e-02
8.9062500000000000e-01 8.1189881604791125e-02
9.2187500000000000e-01 8.1189881604791125e-02
9.5312500000000000e-01 8.1189881604791125e-02
6.2500000000000000e-02 1.0825317547305482e-01
9.3750000000000000e-02 1.0825317547305482e-01
1.2500000000000000e-01 1.0825317547305482e-01
1.5625000000000000e-01 1.0825317547305482e-01
1.8750000000000000e-01 1.0825317547305482e-01
2.1875000000000000e-01 1.0825317547305482e-01
2.5000000000000000e-01 1.0825317547305482e-01
2.8125000000000000e-01 1.0825317547305482e-01
3.1250000000000000e-01 1.0825317547305482e-01
3.4375000000000000e-01 1.0825317547305482e-01
3.7500000000000000e-01 1.0825317547305482e-01
4.0625000000000000e-01 1.0825317547305482e-01
4.3750000000000000e-01 1.0825317547305482e-01
4.6875000000000000e-01 1.0825317547305482e-01
5.0000000000000000e-01 1.0825317547305482e-01
5.3125000000000000e-01 1.0825317547305482e-01
5.6250000000000000e-01 1.0825317547305482e-01
5.9375000000000000e-01 1.0825317547305482e-01
6.2500000000000000e-01 1.0825317547305482e-01
6.5625000000000000e-01 1.0825317547305482e-01
6.8750000000000000e-01 1.0825317547305482e-01
7.1875000000000000e-01 1.0825317547305482e-01
7.5000000000000000e-01 1.0825317547305482e-01
7.8125000000000000e-01 1.0825317547305482e-01
8.1250000000000000e-01 1.0825317547305482e-01
8.4375000000000000e-01 1.0825317547305482e-01
8.7500000000000000e-01 1.0825317547305482e-01
9.0625000000000000e-01 1.0825317547305482e-01
9.3750000000000000e-01 1.0825317547305482e-01
7.8125000000000000e-02 1.3531646934131852e-01
1.0937500000000000e-01 1.3531646934131852e-01
1.4062500000000000e-01 1.3531646934131852e-01
1.7187500000000000e-01 1.3531646934131852e-01
2.0312500000000000e-01 1.3531646934131852e-01
2.3437500000000000e-01 1.3531646934131852e-01
2.6562500000000000e-01 1.3531646934131852e-01
2.9687500000000000e-01 1.3531646934131852e-01
