1 2
1 6
1 7
2 3
2 7
2 8
3 4
3 8
3 9
4 5
4 9
4 10
5 10
6 7
6 11
6 12
7 8
7 12
7 13
8 9
8 13
8 14
9 10
9 14
9 15
10 15
11 12
11 16
11 17
12 13
12 17
12 18
13 14
13 18
13 19
14 15
14 19
14 20
15 20
16 17
16 21
16 22
17 18
17 22
17 23
18 19
18 23
18 24
19 20
19 24
19 25
20 25
21 22
21 30
21 31
22 23
22 31
22 32
23 24
23 32
23 33
24 25
24 33
24 34
25 26
25 34
25 35
26 27
26 35
26 36
27 28
27 36
27 37
28 29
28 37
28 38
29 38
30 31
30 39
30 40
31 32
31 40
31 41
32 33
32 41
32 42
33 34
33 42
33 43
34 35
34 43
34 44
35 36
35 44
35 45
36 37
36 45
36 46
37 38
37 46
37 47
38 47
39 40
39 48
39 49
40 41
40 49
40 50
41 42
41 50
41 51
42 43
42 51
42 52
43 44
43 52
43 53
44 45
44 53
44 54
45 46
45 54
45 55
46 47
46 55
46 56
47 56
48 49
48 57
48 58
49 50
49 58
49 59
50 51
50 59
50 60
51 52
51 60
51 61
52 53
52 61
52 62
53 54
53 62
53 63
54 55
54 63
54 64
55 56
55 64
55 65
56 65
57 58
58 59
59 60
60 61
61 62
62 63
63 64
64 65
